puj,puj_proofread,puj_orig,poj,poj_orig,han,han_orig,en,en_orig,zh_TW,zh_CN,source,page_num
i kâi sèⁿ tūa tsãi,i kâi sèⁿ tōa căi,i kâi sèⁿ tōa căi,,,,,she has a high temper.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,491
húe sèⁿ,húe sèⁿ,húe sèⁿ,,,,,fiery; hot tempered.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,491
húe-sèⁿ phû,húe-sèⁿ phû,húe-sèⁿ phû,,,,,his temper was roused.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,491
sèⁿ tshàu-pãu,sèⁿ chàu-pău,sèⁿ chàu-pău,,,,,has a violent temper.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,491
pãu sèⁿ tsãi,pău sèⁿ căi,pău sèⁿ căi,,,,,very cruel.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,491
sèⁿ un-jiû,sèⁿ un-jîu,sèⁿ un-jîu,,,,,has a gentle disposition.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,491
bô sèⁿ,bô̤ sèⁿ,bô̤ sèⁿ,,,,,"mild, amiable.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,491
thò sèⁿ,thò̤ sèⁿ,thò̤ sèⁿ,,,,,become less testy.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
i hó sim sèⁿ,i hó̤ sim sèⁿ,i hó̤ sim sèⁿ,,,,,she is good tempered.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
màiⁿ jiá kàu i kâi sèⁿ phû,màiⁿ jía kàu i kâi sèⁿ phû,màiⁿ jía kàu i kâi sèⁿ phû,,,,,do not provoke him to anger.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
"i kâi sèⁿ-thâu m̄-hó tsãi, sèⁿ chē lâi mih mue̍h m̄ kuán","i kâi sèⁿ-thâu m̄-hó̤ căi, sèⁿ cē lâi mih mûeh m̄ kẃn","i kâi sèⁿ-thâu m̄-hó̤ căi, sèⁿ cē lâi mih mûeh m̄ kẃn",,,,,"he has a very bad temper, and whenever it is roused he pays no heed to anything.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
sèⁿ-lí kâi tsṳ,sèⁿ-lí kâi cṳ,sèⁿ-lí kâi cṳ,,,,,"mental philosophy, or metaphysics.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
pek-sèⁿ,pek-sèⁿ,pek-sèⁿ,,,,,impetuous.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
khǹg-kòi i sèⁿ màiⁿ pek,khǹg-kòi i sèⁿ màiⁿ pek,khǹg-kòi i sèⁿ màiⁿ pek,,,,,exhort him not to be hasty.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
phiah-sèⁿ,phiah-sèⁿ,phiah-sèⁿ,,,,,prejudiced.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
ngãu-sèⁿ,ngău-sèⁿ,ngău-sèⁿ,,,,,arrogant.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
jím sèⁿ,jím sèⁿ,jím sèⁿ,,,,,patient.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
jĩm sèⁿ,jĭm sèⁿ,jĭm sèⁿ,,,,,acts as he feels; not self-restrained.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
sai-sèⁿ,sai-sèⁿ,sai-sèⁿ,,,,,selfish.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
sèⁿ kuai-phiah,sèⁿ kuai-phiah,sèⁿ kuai-phiah,,,,,cross-grained.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
sèⁿ,sèⁿ,sèⁿ,,,姓,,The surname of a family or clan; a clan; one of a clan.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
kùi sèⁿ? kau sèⁿ?,kùi sèⁿ? kau sèⁿ?,kùi sèⁿ? kau sèⁿ?,,,,,What is your clan name?,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
i nõ nâng tâng sèⁿ,i nŏ̤ nâng tâng sèⁿ,i nŏ̤ nâng tâng sèⁿ,,,,,they both belong to the same clan.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
"mâi-miâⁿ, mu̍t sèⁿ","mâi-mîaⁿ, mût sèⁿ","mâi-mîaⁿ, mût sèⁿ",,,,,to conceal one's name.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
i kâi sĩm-mih sèⁿ-sĩ?,i kâi sĭm-mih sèⁿ-sĭ?,i kâi sĭm-mih sèⁿ-sĭ?,,,,,What is his surname?,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
peh-sèⁿ,peh-sèⁿ,peh-sèⁿ,,,,,the people; the masses.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
sèⁿ sĩm mue̍h?,sèⁿ sĭm mûeh?,sèⁿ sĭm mûeh?,,,,,Of what clan?,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
koh sèⁿ,ko̤h sèⁿ,ko̤h sèⁿ,,,,,an odd name.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
pa̍t sèⁿ,pât sèⁿ,pât sèⁿ,,,,,another clan.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
kóu sèⁿ,kó sèⁿ,kó sèⁿ,,,,,old family names.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
tūa sèⁿ; tūa jī sèⁿ,tōa sèⁿ; tōa jī sèⁿ,tōa sèⁿ; tōa jī sèⁿ,,,,,a great clan.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
sié sèⁿ; mûiⁿ sèⁿ; pĩ sèⁿ,síe sèⁿ; mûiⁿ sèⁿ; pĭ sèⁿ,síe sèⁿ; mûiⁿ sèⁿ; pĭ sèⁿ,,,,,an humble name.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
bói ûi sèⁿ; teh ûi sèⁿ; phah ûi sèⁿ,bói ûi sèⁿ; teh ûi sèⁿ; phah ûi sèⁿ,bói ûi sèⁿ; teh ûi sèⁿ; phah ûi sèⁿ,,,,,to bet on the names of the successful candidates.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
ṳ́n-ne̍k miâⁿ-sèⁿ,ṳ́n-nêk mîaⁿ-sèⁿ,ṳ́n-nêk mîaⁿ-sèⁿ,,,,,to conceal one's name.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
hok sèⁿ,hok sèⁿ,hok sèⁿ,,,,,"a double surname, a surname with more than one letter in it.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
chia̍h sang sèⁿ,cîah sang sèⁿ,cîah sang sèⁿ,,,,,belong to two clans.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
tsa̍p sèⁿ,câp sèⁿ,câp sèⁿ,,,,,of various clans.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
chí kâi hieⁿ-lí tsa̍p sèⁿ,cí kâi hieⁿ-lí câp sèⁿ,cí kâi hieⁿ-lí câp sèⁿ,,,,,the residents in this village are of many different surnames.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
khiã sèⁿ,khĭa sèⁿ,khĭa sèⁿ,,,,,the largest clans in a village of mixed clans.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
"che̍k sèⁿ chhiàu, che̍k sèⁿ phu̍h","cêk sèⁿ chìo, cêk sèⁿ phûh","cêk sèⁿ chìo, cêk sèⁿ phûh",,,,,"one clan is powerful, and the other is weak.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
seh,seh,seh,,,撒,,To sprinkle salt.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
seh iâm,seh îam,seh îam,,,,,to salt.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
tie̍h seh iâm chiàⁿ bõi ien,tîeh seh îam cìaⁿ bŏi ien,tîeh seh îam cìaⁿ bŏi ien,,,,,"must sprinkle salt over it, then it will not spoil.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
sek,sek,sek,,,擲,,"To toss, to pitch, to fling.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
"sek kùe lâi, sek kùe khṳ̀","sek kùe lâi, sek kùe khṳ̀","sek kùe lâi, sek kùe khṳ̀",,,,,tossed to and fro.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
màiⁿ khṳt i sek tie̍h,màiⁿ khṳt i sek tîeh,màiⁿ khṳt i sek tîeh,,,,,do not let it hit you as it flies.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
"uá sek, lṳ́ chih","úa sek, lṳ́ cih","úa sek, lṳ́ cih",,,,,"I will toss it, and you catch it.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
sek,sek,sek,,,釋,,"To unloose, to free, to liberate; to open out the meaning; to relax; to slight or let alone; to leave; to melt or dissipate.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
i m̄ khéng sek chhiú,i m̄ khéng sek chíu,i m̄ khéng sek chíu,,,,,he would not loose his hold.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
sek-pàng i,sek-pàng i,sek-pàng i,,,,,loose him and let him go.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
sek-kà,sek-kà,sek-kà,,,,,the Buddhists.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
sek-kia-hu̍t,sek-kia-hût,sek-kia-hût,,,,,"Sakyamuni, the solitary, the monk of the Sakyas, also called Buddha, who died B.C. 543.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
chiá tsṳ kâi tsù-sek sĩ tī-tiâng tsù kâi?,cía cṳ kâi cù-sek sĭ tī-tîang cù kâi?,cía cṳ kâi cù-sek sĭ tī-tîang cù kâi?,,,,,By whom was the commentary on this book written?,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
"chí nõ miâⁿ, chhiáⁿ kuaⁿ-hú tiah-sek","cí nŏ̤ mîaⁿ, chíaⁿ kuaⁿ-hú tiah-sek","cí nŏ̤ mîaⁿ, chíaⁿ kuaⁿ-hú tiah-sek",,,,,pray the magistrate to remove these two names from among those of the persons who are to be punished.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
"liáng ke būe hûa, tsò ũ ji̍p sek-sõng?","líang ke būe hûa, cò̤ ŭ jîp sek-sŏng?","líang ke būe hûa, cò̤ ŭ jîp sek-sŏng?",,,,,"The two parties not having come to a reconciliation, why enter an appeal to relax the prosecution?",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
"chí tieⁿ sek-tiâⁿ kang-khóu tsò tsãi, liáng ke sui-sĩ àiⁿ hûa-sek uē tàⁿ m̄ tńg","cí tieⁿ sek-tîaⁿ kang-khó cò̤ căi, líang ke sui-sĭ àiⁿ hûa-sek ūe tàⁿ m̄ tńg","cí tieⁿ sek-tîaⁿ kang-khó cò̤ căi, líang ke sui-sĭ àiⁿ hûa-sek ūe tàⁿ m̄ tńg",,,,,"this plea for a cessation of the prosecution is very difficult to make, for although the parties desire a peaceful settlement to be announced, what has been spoken cannot be recalled.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
"tsãu-hùe kuaⁿ khai-sek i, bô ah i","cău-hùe kuaⁿ khai-sek i, bô̤ ah i","cău-hùe kuaⁿ khai-sek i, bô̤ ah i",,,,,"fortunately the magistrate released him, and did not keep him under arrest.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
kói-sek,kói-sek,kói-sek,,,,,to explain.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
khṳ̀ khǹg-sek i,khṳ̀ khǹg-sek i,khṳ̀ khǹg-sek i,,,,,go and expostulate with him.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
sek,sek,sek,,,植,,To set up.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
phûe-sek,phûe-sek,phûe-sek,,,,,to set up in life.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
chí kâi kiáⁿ-tĩ sĩ hó phûe-sek kâi,cí kâi kíaⁿ-tĭ sĭ hó̤ phûe-sek kâi,cí kâi kíaⁿ-tĭ sĭ hó̤ phûe-sek kâi,,,,,this youth is one whom it is worth while to start in life.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
tãi-tãi phûe-sek i,tăi-tăi phûe-sek i,tăi-tăi phûe-sek i,,,,,did much to give him a start in life.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
sek,sek,sek,,,飾,,"To adorn, to paint, to ornament; to set off; to gloss over; to pretend; to patch up; to brighten; ornaments.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
i taⁿ tó khui hok-sek phòu,i taⁿ tó̤ khui hok-sek phò,i taⁿ tó̤ khui hok-sek phò,,,,,he now keeps a shop in which theatrical costumes are sold.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
"uāⁿ che̍k sin hok-sek, sĩ àiⁿ khṳ̀ tsò kheh kâi iēⁿ","ūaⁿ cêk sin hok-sek, sĭ àiⁿ khṳ̀ cò̤ kheh kâi īeⁿ","ūaⁿ cêk sin hok-sek, sĭ àiⁿ khṳ̀ cò̤ kheh kâi īeⁿ",,,,,"changed all his garments, as if he were going out to pay a visit.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
iám-sek kàu bô nâng tsai,íam-sek kàu bô̤ nâng cai,íam-sek kàu bô̤ nâng cai,,,,,"kept it under cover, so that no one knew.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
gūa mīn hún sek kàu hó thóiⁿ tsãi,gūa mīn hún sek kàu hó̤ thóiⁿ căi,gūa mīn hún sek kàu hó̤ thóiⁿ căi,,,,,the outside is beautifully tinted.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
tsuang-sek,cuang-sek,cuang-sek,,,,,"bedizened, tricked out; specious.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
"i kâi tàⁿ uē nẽ si̍t-si̍t, bô tsuang bô sek","i kâi tàⁿ ūe nĕ sît-sît, bô̤ cuang bô̤ sek","i kâi tàⁿ ūe nĕ sît-sît, bô̤ cuang bô̤ sek",,,,,"what he says is perfectly true, nothing is glossed or slurred over.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
siú-sek,síu-sek,síu-sek,,,,,women's head ornaments.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
siú-sek,síu-sek,síu-sek,,,,,"to brighten up, to adorn, to make comely by repairing; to paint and whitewash.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
sek,sek,sek,,,式,,"A sample; an example; a form, fashion, rule, or pattern; to make like a copy.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
ha̍h sek,hâh sek,hâh sek,,,,,like the sample.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
ha̍h sim sek,hâh sim sek,hâh sim sek,,,,,corresponding to the ideal.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
keh-sek,keh-sek,keh-sek,,,,,the model.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
hũam keh-sek,hŭam keh-sek,hŭam keh-sek,,,,,go contrary to the pattern.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
tsúa-khòu-sek,cúa-khò-sek,cúa-khò-sek,,,,,a copy slip.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
jī siá lâi ũ thiap sek,jī sía lâi ŭ thiap sek,jī sía lâi ŭ thiap sek,,,,,the letters are written so well as to be fit for a copy.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
bô khuán bô sek,bô̤ khẃn bô̤ sek,bô̤ khẃn bô̤ sek,,,,,without style or rule.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
lṳ́ àiⁿ sĩm-mih khuán-sek kâi?,lṳ́ àiⁿ sĭm-mih khẃn-sek kâi?,lṳ́ àiⁿ sĭm-mih khẃn-sek kâi?,,,,,What sort of ones do you want?,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
i chí ãu íⁿ-keng sek-ngûi,i cí ău íⁿ-keng sek-ngûi,i cí ău íⁿ-keng sek-ngûi,,,,,he is latterly much reduced in circumstances.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
che̍k sek ngṳ̂n,cêk sek ngṳ̂n,cêk sek ngṳ̂n,,,,,a dime.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,492
sek,sek,sek,,,𥧑,,"To leave, to abandon, to cast away, to dismiss; to put aside or let go.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
"sek tiāu i bóu tõ tshù kò, liáu tsò i khṳ̀","sek tīo i bó tŏ̤ chù kò̤, lío cò̤ i khṳ̀","sek tīo i bó tŏ̤ chù kò̤, lío cò̤ i khṳ̀",,,,,left his wife there at home and went off.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
"sim àiⁿ sek tiāu, sek m̄ khṳ̀","sim àiⁿ sek tīo, sek m̄ khṳ̀","sim àiⁿ sek tīo, sek m̄ khṳ̀",,,,,cannot dismiss it from my thoughts.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
kûi i sek pàng kò,kûi i sek pàng kò̤,kûi i sek pàng kò̤,,,,,let it go and leave it there.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
sek tõ-kò káng nî,sek tŏ̤-kò̤ káng nî,sek tŏ̤-kò̤ káng nî,,,,,left behind for about a year.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
"khṳt i sek tõ chí kò, kang-khóu tsãi","khṳt i sek tŏ̤ cí kò̤, kang-khó căi","khṳt i sek tŏ̤ cí kò̤, kang-khó căi",,,,,"left here by him, in great distress.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
sek,sek,sek,,,息,,To rest; to desist and repose; to produce; interest on money.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
ang-sek-ji̍t,ang-sek-jît,ang-sek-jît,,,,,Sunday.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
hiah-sek,hiah-sek,hiah-sek,,,,,to stop and rest.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
sek nōⁿ,sek nō̤ⁿ,sek nō̤ⁿ,,,,,to appease wrath.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
lāi-sek,lāi-sek,lāi-sek,,,,,the interest on money lent.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
ũ sĩm-mih tshut sek mē?,ŭ sĭm-mih chut sek mē?,ŭ sĭm-mih chut sek mē?,,,,,Are there any perquisites?,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
seⁿ sek,seⁿ sek,seⁿ sek,,,,,bear interest.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
tsṳ́-sek,cṳ́-sek,cṳ́-sek,,,,,progeny.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
i kâi tsṳ́-sek po̍h,i kâi cṳ́-sek pô̤h,i kâi cṳ́-sek pô̤h,,,,,she has but a small family.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
"mîn uaⁿ, tãu sek","mîn uaⁿ, tău sek","mîn uaⁿ, tău sek",,,,,"the people tranquil, and marauders quiet.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
sek piaⁿ,sek piaⁿ,sek piaⁿ,,,,,to suspend military operations.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
sek,sek,sek,,,適,,To accord; to suit; to chime in.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
sek ì,sek ì,sek ì,,,,,consonant with one's desire.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
bô che̍k kâi sek i kâi ì,bô̤ cêk kâi sek i kâi ì,bô̤ cêk kâi sek i kâi ì,,,,,there is not one that suits him.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
i sek-ì kâi tsū hó,i sek-ì kâi cū hó̤,i sek-ì kâi cū hó̤,,,,,if he likes it that is sufficient.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
chiá put kùe sĩ sek chhêng chē,cía put kùe sĭ sek chêng cē,cía put kùe sĭ sek chêng cē,,,,,this is nothing more than taking a little relaxation.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
sek ngõ ũ nâng-kheh lâi,sek ngŏ̤ ŭ nâng-kheh lâi,sek ngŏ̤ ŭ nâng-kheh lâi,,,,,just then a visitor came.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
sek,sek,sek,,,識,,Experienced; versed in.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
kièn-sek,kìen-sek,kìen-sek,,,,,experience.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
kièn sek chhim,kìen sek chim,kìen sek chim,,,,,thoroughly versed in.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
tshuân bô kièn-sek,chŵn bô̤ kìen-sek,chŵn bô̤ kìen-sek,,,,,wholly without experience.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
se̍k sek chí kiãⁿ sṳ̄,sêk sek cí kĭaⁿ sṳ̄,sêk sek cí kĭaⁿ sṳ̄,,,,,versed in this business.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
sek,sek,sek,,,色,,"Air, manner; form, color, hue; complexion; expression of the face; the deportment; to look blandly; mode, sort, kind, quality; glory, beauty; lust; a show of well dressed women; in Buddhism one of the six outward perceptions, that of form",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
"sort, kind, quality","sort, kind, quality","sort, kind, quality",,,,,"glory, beauty; lust; a show of well dressed women; in Buddhism one of the six outward perceptions, that of form.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
sek tsúi,sek cúi,sek cúi,,,,,color.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
tshái tsò ngõu sek,chái cò̤ ngŏ sek,chái cò̤ ngŏ sek,,,,,adorned with all the various colors.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
"thiaⁿ tie̍h, mīn tsū tsak sek","thiaⁿ tîeh, mīn cū cak sek","thiaⁿ tîeh, mīn cū cak sek",,,,,"on hearing it, he changed color.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
chheⁿ sek,cheⁿ sek,cheⁿ sek,,,,,"green, the color of leaves, the colors found in nature; applied to various shades of green, blue, gray and brown.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
n̂g sek,n̂g sek,n̂g sek,,,,,yellow.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
chhiah sek,chiah sek,chiah sek,,,,,flesh-colored; the color of undressed leather.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
pe̍h sek,pêh sek,pêh sek,,,,,white.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
ou sek; hek sek,o sek; hek sek,o sek; hek sek,,,,,black.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
lâm sek,lâm sek,lâm sek,,,,,indigo blue.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
âng sek,âng sek,âng sek,,,,,red.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
le̍k sek,lêk sek,lêk sek,,,,,green.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
chí sek,cí sek,cí sek,,,,,crimson.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
chhíⁿ sek,chíⁿ sek,chíⁿ sek,,,,,bright blue.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
thô-âng-sek,thô̤-âng-sek,thô̤-âng-sek,,,,,pink.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
tṳ-kuaⁿ sek,tṳ-kuaⁿ sek,tṳ-kuaⁿ sek,,,,,a reddish brown.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
hun-chiáu sek,hun-cío sek,hun-cío sek,,,,,dove color.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,493
